urgencia,ubicacion,ubicacion_especifica,piso,es_fase_2,tipo,fecha_hora
high,counter admisión,,1,False,plagio,2025-08-09 12:51:00
low,jardines,,6,False,plagio,2025-09-01 07:48:00
low,auditorio,,-1,False,plagio,2025-10-06 01:33:00
low,entrada fase 2,,1,True,plagio,2025-01-01 02:03:00
high,laboratorio,L204,2,False,discriminación,2025-09-21 02:26:00
low,lia cook,,11,False,plagio,2025-04-27 17:48:00
low,almacén,,-1,True,plagio,2025-04-04 12:44:00
low,auditorio,,-1,False,plagio,2025-01-09 11:19:00
low,oficina,P301,3,False,plagio,2025-03-08 12:35:00
medium,counter alumnos,,1,False,comportamiento,2025-01-06 19:41:00
low,aula magna,,-1,True,robo,2025-09-20 01:32:00
low,estacionamiento,,-1,False,plagio,2025-08-03 12:58:00
medium,aula,A102,1,False,plagio,2025-02-24 19:35:00
medium,patio,,-1,True,plagio,2025-05-31 09:23:00
high,auditorio,,-1,False,plagio,2025-06-01 15:26:00
low,aula magna,,-1,True,agresión,2025-04-27 13:47:00
medium,jardines,,6,False,plagio,2025-09-11 17:02:00
low,sala de estudio,E810,8,False,comportamiento,2025-02-05 21:36:00
high,almacén,,-1,True,plagio,2025-05-18 13:01:00
medium,sala de estudio,E802,8,False,plagio,2025-02-06 04:42:00
low,oficina,P520,5,False,plagio,2025-02-02 14:00:00
low,counter admisión,,1,False,comportamiento,2025-09-21 04:25:00
low,estacionamiento,,-1,False,plagio,2025-10-21 07:36:00
high,aula,A401,4,False,plagio,2025-08-24 20:55:00
low,sala sum,,1,False,agresión,2025-06-24 07:26:00
low,laboratorio,L102,1,False,plagio,2025-03-06 16:14:00
medium,jardines,,6,False,plagio,2025-08-19 21:07:00
low,laboratorio,L507,5,False,comportamiento,2025-08-02 09:44:00
low,aula magna,,-1,True,discriminación,2025-08-20 12:17:00
medium,auditorio,,-1,False,plagio,2025-05-24 23:05:00
high,jardines,,6,False,plagio,2025-07-30 08:22:00
medium,jardines,,6,False,plagio,2025-08-23 16:02:00
low,lia cook,,11,False,plagio,2025-07-27 02:43:00
medium,entrada fase 2,,1,True,plagio,2025-02-19 04:31:00
low,aula magna,,-1,True,plagio,2025-04-02 15:15:00
low,el café,,6,False,plagio,2025-05-31 13:29:00
medium,sala sum,,1,False,plagio,2025-04-14 18:12:00
low,counter alumnos,,1,False,plagio,2025-09-27 14:19:00
low,laboratorio,L203,2,False,plagio,2025-01-21 13:55:00
medium,almacén,,-1,True,plagio,2025-06-23 07:38:00
low,auditorio,,-1,False,plagio,2025-05-25 12:23:00
low,comedor,,1,True,comportamiento,2025-06-26 17:27:00
low,estacionamiento,,-1,False,plagio,2025-08-07 13:08:00
low,sala de estudio,E802,8,False,plagio,2025-04-16 17:18:00
low,el café,,6,False,plagio,2025-06-23 15:25:00
high,aula magna,,-1,True,plagio,2025-10-25 08:09:00
medium,dirección general,,10,False,plagio,2025-03-04 01:22:00
low,almacén,,-1,True,comportamiento,2025-07-12 09:02:00
low,counter admisión,,1,False,plagio,2025-09-28 15:40:00
low,listo,,1,False,plagio,2025-09-01 17:29:00
low,aula magna,,-1,True,plagio,2025-02-09 15:15:00
low,aula magna,,-1,True,plagio,2025-06-29 13:43:00
low,el café,,6,False,plagio,2025-08-21 22:26:00
low,sala sum,,1,False,plagio,2025-01-20 10:37:00
low,listo,,1,False,plagio,2025-10-18 07:58:00
low,counter admisión,,1,False,plagio,2025-03-31 14:02:00
medium,comedor,,1,True,plagio,2025-10-24 03:21:00
medium,counter alumnos,,1,False,plagio,2025-03-23 08:14:00
high,oficina,P506,5,False,plagio,2025-05-29 07:46:00
low,laboratorio,L415,4,False,plagio,2025-02-17 21:41:00
low,aula magna,,-1,True,plagio,2025-08-03 08:29:00
low,sala sum,,1,False,plagio,2025-01-29 12:10:00
low,jardines,,6,False,plagio,2025-05-03 13:36:00
low,el café,,6,False,plagio,2025-03-10 14:05:00
low,lia cook,,11,False,plagio,2025-08-19 03:03:00
low,counter admisión,,1,False,plagio,2025-06-02 21:29:00
low,el café,,6,False,plagio,2025-10-16 12:54:00
low,counter admisión,,1,False,comportamiento,2025-04-07 03:51:00
low,aula magna,,-1,True,plagio,2025-05-12 02:13:00
medium,counter alumnos,,1,False,plagio,2025-03-28 08:45:00
medium,auditorio,,-1,False,comportamiento,2025-01-04 14:40:00
medium,patio,,-1,True,plagio,2025-05-06 01:10:00
high,estacionamiento,,-1,False,discriminación,2025-05-16 03:05:00
medium,estacionamiento,,-1,False,plagio,2025-10-15 16:16:00
low,aula,M802,8,False,plagio,2025-07-28 23:15:00
low,lia cook,,11,False,plagio,2025-09-19 08:27:00
low,almacén,,-1,True,plagio,2025-07-08 18:59:00
medium,oficina,P207,2,True,comportamiento,2025-02-13 19:09:00
low,el café,,6,False,plagio,2025-07-01 00:36:00
medium,counter admisión,,1,False,plagio,2025-05-30 01:53:00
low,lia cook,,11,False,plagio,2025-01-05 22:59:00
low,laboratorio,L503,5,False,plagio,2025-02-24 19:24:00
medium,el café,,6,False,comportamiento,2025-06-20 11:02:00
low,counter alumnos,,1,False,comportamiento,2025-10-19 19:56:00
low,el café,,6,False,comportamiento,2025-06-16 04:21:00
low,lia cook,,11,False,plagio,2025-01-28 01:28:00
low,entrada,,1,False,plagio,2025-07-10 07:52:00
low,almacén,,-1,True,comportamiento,2025-08-11 19:35:00
medium,dirección general,,10,False,discriminación,2025-01-23 02:24:00
medium,lia cook,,11,False,plagio,2025-03-26 10:07:00
low,dirección general,,10,False,comportamiento,2025-04-30 18:00:00
medium,listo,,1,False,plagio,2025-05-28 02:27:00
medium,counter admisión,,1,False,plagio,2025-04-23 03:35:00
medium,comedor,,1,True,plagio,2025-09-11 23:10:00
low,auditorio,,-1,False,plagio,2025-05-04 20:41:00
low,auditorio,,-1,False,plagio,2025-04-03 08:49:00
low,dirección general,,10,False,comportamiento,2025-05-11 01:29:00
low,estacionamiento,,-1,False,agresión,2025-03-19 09:57:00
high,patio,,-1,True,plagio,2025-08-26 12:58:00
low,lia cook,,11,False,plagio,2025-01-02 16:42:00
medium,aula magna,,-1,True,plagio,2025-07-07 23:01:00
medium,dirección general,,10,False,plagio,2025-06-17 08:49:00
medium,counter alumnos,,1,False,plagio,2025-07-31 09:57:00
low,oficina,P606,6,False,plagio,2025-10-23 08:58:00
low,almacén,,-1,True,comportamiento,2025-07-22 22:56:00
low,comedor,,1,True,comportamiento,2025-09-15 14:32:00
low,counter admisión,,1,False,plagio,2025-06-16 21:39:00
medium,listo,,1,False,plagio,2025-06-06 15:38:00
low,sala de estudio,E1002,10,False,plagio,2025-01-23 04:45:00
medium,counter alumnos,,1,False,plagio,2025-06-13 08:51:00
medium,auditorio,,-1,False,plagio,2025-01-04 06:24:00
low,sala sum,,1,False,plagio,2025-05-31 03:39:00
medium,sala sum,,1,False,plagio,2025-03-17 03:31:00
low,sala de estudio,E807,8,False,agresión,2025-05-29 18:09:00
low,almacén,,-1,True,plagio,2025-02-26 08:09:00
medium,auditorio,,-1,False,plagio,2025-06-25 14:12:00
low,auditorio,,-1,False,plagio,2025-10-12 00:59:00
medium,aula magna,,-1,True,plagio,2025-10-01 04:11:00
medium,listo,,1,False,comportamiento,2025-02-10 12:48:00
low,dirección general,,10,False,plagio,2025-01-28 06:02:00
low,sala de estudio,E813,8,False,plagio,2025-06-09 10:08:00
medium,entrada fase 2,,1,True,plagio,2025-03-14 23:49:00
low,counter admisión,,1,False,robo,2025-03-24 11:27:00
low,aula,A1002,10,False,plagio,2025-07-01 19:30:00
low,sala sum,,1,False,comportamiento,2025-02-14 03:55:00
medium,dirección general,,10,False,robo,2025-06-12 13:15:00
low,comedor,,1,True,comportamiento,2025-01-30 16:59:00
low,laboratorio,L405,4,False,plagio,2025-06-22 12:16:00
medium,laboratorio,L415,4,False,plagio,2025-04-19 17:08:00
low,sala de estudio,E1010,10,False,plagio,2025-06-29 23:07:00
medium,counter alumnos,,1,False,plagio,2025-08-18 22:52:00
medium,patio,,-1,True,comportamiento,2025-06-18 13:35:00
medium,estacionamiento,,-1,False,plagio,2025-03-15 09:14:00
low,aula,M301,3,True,comportamiento,2025-09-28 10:31:00
medium,lia cook,,11,False,plagio,2025-02-05 16:29:00
high,counter alumnos,,1,False,plagio,2025-03-28 00:34:00
low,lia cook,,11,False,plagio,2025-04-27 23:33:00
medium,almacén,,-1,True,plagio,2025-10-22 04:44:00
low,listo,,1,False,plagio,2025-04-27 11:11:00
high,entrada,,1,False,comportamiento,2025-04-26 11:05:00
low,entrada,,1,False,plagio,2025-06-17 21:50:00
medium,estacionamiento,,-1,False,plagio,2025-04-10 05:17:00
medium,entrada fase 2,,1,True,comportamiento,2025-08-09 02:36:00
medium,entrada fase 2,,1,True,plagio,2025-06-12 05:18:00
low,dirección general,,10,False,plagio,2025-01-06 06:45:00
low,estacionamiento,,-1,False,plagio,2025-01-30 17:32:00
low,entrada fase 2,,1,True,comportamiento,2025-10-01 05:43:00
low,listo,,1,False,plagio,2025-10-12 13:10:00
medium,sala de estudio,E812,8,False,comportamiento,2025-06-18 19:41:00
low,oficina,P314,3,False,plagio,2025-04-21 16:17:00
low,almacén,,-1,True,comportamiento,2025-02-13 22:09:00
low,el café,,6,False,comportamiento,2025-06-24 02:20:00
medium,entrada,,1,False,plagio,2025-09-17 08:42:00
high,oficina,P318,3,False,plagio,2025-05-12 01:15:00
medium,el café,,6,False,plagio,2025-04-13 03:54:00
medium,sala de estudio,E1009,10,False,comportamiento,2025-08-03 18:48:00
low,aula,A905,9,False,plagio,2025-04-02 10:20:00
low,oficina,P324,3,True,plagio,2025-03-31 02:09:00
medium,listo,,1,False,plagio,2025-09-25 12:32:00
high,el café,,6,False,plagio,2025-05-05 01:15:00
medium,sala de estudio,E805,8,False,plagio,2025-09-12 09:20:00
low,aula magna,,-1,True,plagio,2025-10-15 08:05:00
low,oficina,P323,3,True,agresión,2025-09-19 22:55:00
low,counter admisión,,1,False,plagio,2025-08-11 20:25:00
medium,aula magna,,-1,True,plagio,2025-04-24 03:04:00
low,jardines,,6,False,plagio,2025-08-12 00:15:00
medium,lia cook,,11,False,comportamiento,2025-09-25 21:12:00
low,oficina,P324,3,True,plagio,2025-05-12 15:35:00
medium,aula magna,,-1,True,plagio,2025-01-20 06:50:00
medium,entrada fase 2,,1,True,plagio,2025-05-06 05:37:00
medium,aula,A705,7,False,comportamiento,2025-01-26 03:00:00
low,aula,M802,8,False,plagio,2025-05-09 03:16:00
high,counter admisión,,1,False,plagio,2025-02-25 11:40:00
medium,entrada,,1,False,plagio,2025-02-07 19:40:00
medium,sala de estudio,E812,8,False,plagio,2025-02-10 21:02:00
low,counter admisión,,1,False,plagio,2025-06-01 00:20:00
low,comedor,,1,True,comportamiento,2025-09-06 20:46:00
medium,oficina,P518,5,False,comportamiento,2025-05-19 15:21:00
medium,aula magna,,-1,True,discriminación,2025-10-09 03:57:00
low,patio,,-1,True,plagio,2025-09-06 12:02:00
low,oficina,P320,3,False,plagio,2025-05-30 14:25:00
low,el café,,6,False,plagio,2025-09-08 19:31:00
medium,listo,,1,False,agresión,2025-10-24 08:31:00
low,entrada fase 2,,1,True,plagio,2025-06-27 14:24:00
medium,auditorio,,-1,False,plagio,2025-02-17 14:57:00
low,almacén,,-1,True,agresión,2025-05-01 00:17:00
low,counter alumnos,,1,False,plagio,2025-08-14 12:08:00
low,auditorio,,-1,False,plagio,2025-10-05 00:26:00
low,entrada fase 2,,1,True,plagio,2025-08-11 03:25:00
low,estacionamiento,,-1,False,comportamiento,2025-10-23 14:40:00
low,lia cook,,11,False,agresión,2025-09-25 15:46:00
low,auditorio,,-1,False,plagio,2025-04-30 09:29:00
low,laboratorio,L406,4,False,discriminación,2025-09-20 10:42:00
low,dirección general,,10,False,comportamiento,2025-08-27 16:02:00
medium,aula magna,,-1,True,comportamiento,2025-02-04 16:17:00
medium,laboratorio,L402,4,False,discriminación,2025-01-25 09:43:00
medium,sala de estudio,E811,8,False,agresión,2025-06-05 02:43:00
medium,listo,,1,False,plagio,2025-03-03 09:00:00
medium,listo,,1,False,comportamiento,2025-05-27 20:12:00
low,oficina,P612,6,False,plagio,2025-07-01 03:44:00
high,el café,,6,False,plagio,2025-07-16 08:36:00
low,estacionamiento,,-1,False,plagio,2025-03-11 11:08:00
low,estacionamiento,,-1,False,comportamiento,2025-05-28 13:06:00
medium,oficina,P301,3,False,plagio,2025-05-25 19:21:00
low,comedor,,1,True,plagio,2025-01-13 08:48:00
low,estacionamiento,,-1,False,plagio,2025-07-22 08:38:00
high,oficina,P607,6,False,comportamiento,2025-10-16 05:31:00
medium,oficina,P605,6,False,comportamiento,2025-06-04 22:00:00
medium,almacén,,-1,True,plagio,2025-09-29 12:03:00
low,jardines,,6,False,plagio,2025-05-06 23:45:00
low,lia cook,,11,False,comportamiento,2025-01-05 03:23:00
high,laboratorio,L409,4,False,plagio,2025-03-28 07:09:00
low,sala sum,,1,False,comportamiento,2025-01-05 12:41:00
low,jardines,,6,False,plagio,2025-10-03 08:37:00
low,counter alumnos,,1,False,agresión,2025-03-29 10:06:00
low,lia cook,,11,False,plagio,2025-07-19 21:09:00
low,comedor,,1,True,plagio,2025-06-04 17:32:00
low,aula,A804,8,False,plagio,2025-05-02 22:06:00
medium,entrada fase 2,,1,True,plagio,2025-02-18 00:19:00
low,counter alumnos,,1,False,plagio,2025-02-16 10:07:00
low,almacén,,-1,True,plagio,2025-04-03 21:44:00
low,patio,,-1,True,comportamiento,2025-06-07 16:07:00
medium,counter admisión,,1,False,plagio,2025-02-18 06:23:00
low,oficina,P314,3,False,plagio,2025-07-21 00:24:00
low,entrada fase 2,,1,True,plagio,2025-01-17 13:49:00
low,lia cook,,11,False,comportamiento,2025-03-06 19:04:00
low,sala de estudio,E811,8,False,plagio,2025-05-14 07:56:00
low,auditorio,,-1,False,agresión,2025-07-26 18:21:00
low,listo,,1,False,plagio,2025-07-06 18:13:00
low,patio,,-1,True,plagio,2025-05-12 13:12:00
medium,comedor,,1,True,plagio,2025-05-08 20:46:00
low,counter alumnos,,1,False,agresión,2025-03-12 15:56:00
medium,jardines,,6,False,agresión,2025-02-25 01:50:00
low,entrada,,1,False,plagio,2025-07-02 21:55:00
low,sala de estudio,E1006,10,False,comportamiento,2025-10-08 02:40:00
low,entrada fase 2,,1,True,plagio,2025-09-04 23:16:00
low,patio,,-1,True,plagio,2025-01-26 05:21:00
low,aula,A502,5,False,comportamiento,2025-03-22 12:34:00
low,oficina,P607,6,False,plagio,2025-06-25 17:25:00
low,sala sum,,1,False,plagio,2025-03-04 07:06:00
low,counter admisión,,1,False,plagio,2025-03-26 21:14:00
low,auditorio,,-1,False,plagio,2025-07-28 19:38:00
medium,sala de estudio,E804,8,False,agresión,2025-04-30 19:24:00
low,lia cook,,11,False,agresión,2025-10-27 19:42:00
low,lia cook,,11,False,comportamiento,2025-08-02 15:31:00
high,aula,A402,4,False,plagio,2025-04-15 10:42:00
low,listo,,1,False,plagio,2025-05-18 15:28:00
low,aula,M302,3,True,plagio,2025-09-05 13:31:00
low,almacén,,-1,True,plagio,2025-07-22 13:51:00
medium,counter alumnos,,1,False,plagio,2025-08-16 19:07:00
medium,el café,,6,False,plagio,2025-05-26 16:43:00
medium,auditorio,,-1,False,plagio,2025-05-30 20:50:00
low,dirección general,,10,False,agresión,2025-10-17 12:02:00
medium,sala de estudio,E808,8,False,plagio,2025-08-08 22:27:00
low,auditorio,,-1,False,comportamiento,2025-03-12 05:16:00
low,aula magna,,-1,True,plagio,2025-06-19 17:03:00
medium,laboratorio,L506,5,False,plagio,2025-08-05 02:40:00
low,sala sum,,1,False,discriminación,2025-07-18 16:58:00
medium,aula,M801,8,False,plagio,2025-03-20 23:05:00
low,estacionamiento,,-1,False,plagio,2025-01-11 04:03:00
medium,comedor,,1,True,comportamiento,2025-05-15 23:11:00
medium,sala sum,,1,False,plagio,2025-06-05 07:24:00
medium,entrada fase 2,,1,True,plagio,2025-07-14 20:32:00
low,aula,A701,7,False,plagio,2025-04-08 06:48:00
high,listo,,1,False,plagio,2025-01-29 02:50:00
low,jardines,,6,False,plagio,2025-03-15 12:16:00
low,lia cook,,11,False,plagio,2025-01-31 06:26:00
medium,patio,,-1,True,plagio,2025-01-28 20:59:00
low,almacén,,-1,True,plagio,2025-01-28 19:25:00
low,comedor,,1,True,comportamiento,2025-08-19 04:09:00
medium,jardines,,6,False,agresión,2025-02-01 02:37:00
medium,sala de estudio,E1006,10,False,plagio,2025-04-27 13:37:00
low,lia cook,,11,False,plagio,2025-06-05 04:42:00
high,jardines,,6,False,agresión,2025-02-18 14:18:00
medium,jardines,,6,False,plagio,2025-07-08 00:32:00
low,el café,,6,False,plagio,2025-04-25 00:21:00
medium,laboratorio,L502,5,False,plagio,2025-08-04 05:12:00
low,entrada fase 2,,1,True,agresión,2025-02-12 20:36:00
medium,counter admisión,,1,False,plagio,2025-03-25 06:12:00
medium,dirección general,,10,False,comportamiento,2025-10-17 17:39:00
low,el café,,6,False,plagio,2025-04-01 09:32:00
medium,aula,A101,1,False,plagio,2025-06-25 20:43:00
medium,aula magna,,-1,True,plagio,2025-03-01 04:36:00
low,aula,M601,6,False,plagio,2025-01-07 16:28:00
medium,auditorio,,-1,False,plagio,2025-10-01 19:17:00
medium,sala sum,,1,False,plagio,2025-04-24 07:03:00
low,lia cook,,11,False,plagio,2025-09-07 22:38:00
low,aula magna,,-1,True,agresión,2025-06-01 10:55:00
high,oficina,P620,6,False,plagio,2025-06-03 04:37:00
low,oficina,P301,3,False,plagio,2025-03-03 11:39:00
low,comedor,,1,True,plagio,2025-01-09 01:04:00
medium,entrada,,1,False,plagio,2025-04-29 12:20:00
low,entrada fase 2,,1,True,plagio,2025-10-01 18:39:00
medium,estacionamiento,,-1,False,plagio,2025-01-15 20:42:00
low,oficina,P518,5,False,comportamiento,2025-05-08 01:33:00
medium,sala de estudio,E815,8,False,comportamiento,2025-01-04 13:37:00
low,counter admisión,,1,False,plagio,2025-03-11 11:05:00
low,aula,A905,9,False,plagio,2025-04-26 20:02:00
medium,listo,,1,False,plagio,2025-05-29 07:59:00
low,aula,A401,4,False,plagio,2025-05-12 12:02:00
low,el café,,6,False,plagio,2025-09-15 12:48:00
medium,el café,,6,False,plagio,2025-04-01 10:29:00
low,aula,A905,9,False,plagio,2025-03-09 19:21:00
medium,oficina,P508,5,False,comportamiento,2025-06-07 06:40:00
low,aula magna,,-1,True,comportamiento,2025-01-02 01:40:00
low,entrada,,1,False,plagio,2025-02-22 09:41:00
low,counter alumnos,,1,False,agresión,2025-04-03 20:31:00
medium,estacionamiento,,-1,False,plagio,2025-01-23 20:18:00
medium,auditorio,,-1,False,agresión,2025-08-11 22:40:00
medium,sala de estudio,E804,8,False,plagio,2025-04-07 13:02:00
medium,dirección general,,10,False,plagio,2025-08-18 14:24:00
low,listo,,1,False,plagio,2025-06-10 19:52:00
medium,lia cook,,11,False,plagio,2025-07-24 04:39:00
low,dirección general,,10,False,plagio,2025-02-02 21:38:00
low,laboratorio,L202,2,False,comportamiento,2025-03-17 01:28:00
low,sala sum,,1,False,plagio,2025-06-17 03:30:00
low,dirección general,,10,False,plagio,2025-08-24 04:32:00
low,almacén,,-1,True,plagio,2025-06-27 14:51:00
low,auditorio,,-1,False,plagio,2025-02-08 14:45:00
low,oficina,P302,3,False,plagio,2025-07-31 13:15:00
low,entrada,,1,False,plagio,2025-04-30 10:01:00
low,entrada fase 2,,1,True,plagio,2025-05-22 14:55:00
low,entrada,,1,False,agresión,2025-05-20 22:00:00
low,aula,A201,2,False,plagio,2025-01-01 23:49:00
low,counter admisión,,1,False,plagio,2025-06-19 20:41:00
low,patio,,-1,True,plagio,2025-01-20 12:17:00
medium,oficina,P326,3,True,plagio,2025-06-14 09:41:00
medium,aula,M802,8,False,agresión,2025-06-20 18:04:00
high,aula,A703,7,False,plagio,2025-05-11 15:17:00
medium,jardines,,6,False,plagio,2025-10-20 00:37:00
medium,aula,A703,7,False,agresión,2025-02-07 21:35:00
medium,dirección general,,10,False,plagio,2025-08-30 13:38:00
low,oficina,P519,5,False,plagio,2025-03-07 19:40:00
high,patio,,-1,True,plagio,2025-10-17 06:29:00
medium,patio,,-1,True,comportamiento,2025-08-13 18:09:00
low,aula,A202,2,False,plagio,2025-09-19 04:38:00
medium,comedor,,1,True,plagio,2025-05-09 22:13:00
low,lia cook,,11,False,plagio,2025-06-20 02:17:00
low,entrada fase 2,,1,True,plagio,2025-06-23 08:42:00
medium,listo,,1,False,plagio,2025-01-10 00:30:00
low,aula,A906,9,False,plagio,2025-10-13 08:46:00
high,sala sum,,1,False,plagio,2025-05-18 06:58:00
medium,sala sum,,1,False,plagio,2025-02-18 05:34:00
